Country,Review Text,year_posted,month_posted,month_ex,year_ex,review count,rating,rating_binary,Country_grouped
US,They sent 2 dresses that were not the dresses in the picture and were just plain ugly for over $40.00. I am bed ridden and my daughter just passed away and she was my caretaker. They are refusing to send me a postage paid envelope so I can have it picked on one of the twenty times I see an Amazon truck on my block. Because I suffer from 2 rare diseases am on disability I have loose over $40.00 because they were deceptive and allow those who sell on Amazon to be deceptive also and refuse to do anything about it.,2024,5,May,2024,1,1,0,US
US,"I have been an Amazon Prime member for well over a decade and a Music + Member for several years. In my opinion, they were once a good company (I remember when they were a book seller!). Over the past few years, their service has detiorated drastically, in every way possible. I firmly believe that Walmart, Target or Home Depot are better options, depending on your needs. For your pet supplies, Chewy also offers 5% off on Subscribe & Save and they are a MUCH more personable company.  Streaming music is available from so many different companies and several are compatible with Amazon Echo devices, so there's no problem there. It seems as though Bezos got the money he needed and is now resting on his laurels. I could could go into the vast number of problems that now exist with the company, but it would take days and most people are probably already aware. I'm starting to feel like I am always on the phone with a representative who ""can't help"", but will escalate my case, which of course, means you will never hear from them again. They believe if they offer you a $5 credit for your ""inconvenience"", everything will be fine. It's demeaning, condescending and insulting. I'm all for capitalism, but, in my opinion, supporting Amazon's continuously and drastically worsening business practices, is an enormous mistake.",2024,5,May,2024,1,1,0,US
GB,I am a prime member and for years I have had a great delivery service from Amazon all my deliveries if I wasn’t in were left in my safe space but my last few deliveries have just been left at the front door and not in my safe space but my last one the delivery person said it had been handed to customer which was a lie I wasn’t in just left at the front door again luckily they hadn’t been stolen it has really put me off ordering with them it’s happened to my family and friends too Amazon really need to sort this out ,2024,5,May,2024,13,2,0,GB
US,"*Disappointing Amazon Purchase Experience*I recently had a frustrating experience with an item I purchased from Amazon, sold by a third-party vendor called LAFIYA US. While the outer bubble packaging appeared undamaged upon delivery, the product itself inside was in an unacceptable condition. It was torn apart and crudely held together with masking tape.This shoddy state of the item has severely diminished my view of Amazon as a reputable retailer. And just two years ago, I had spent nearly $10,000 on computer parts (to build for Custom Fully Water-cooled PC) through their platform without any issues. However, this recent incident has made me reconsider being an Amazon customer going forward.What I find most disheartening is that Amazon would allow questionable vendors likeLAFIYA US to operate on their marketplace while selling non-returnable items in such poor condition. Despite being just a $20 purchase, the fact that Amazon would permit this kind of subpar seller experience after my substantial patronage over the years is truly disappointing and discouraging.",2024,5,May,2024,28,1,0,US
GB,"I have been a very satisfied Amazon customer for many years, Now, at a vulnerable age I no longer trust them.  We are tricked into becoming prime customers when we have no desire to take advantage of the""benefits""they offer. We are told we can opt out at check out but I have just cancelled a £40 order because I could find no way of doing this. This is a sharp practice and should not be allowed. ",2024,5,May,2024,1,1,0,GB
US,Of the Last 10 ítem bought on Amazon 8 were chinese and had to be returned. Amazon has become a chinese junk dealer. Sad,2024,5,May,2024,1,1,0,US
IN,"I've purchased OnePlus 10R 5G phone from Amazon on 10th November 2023. From the starting, the pin of data cable was loose and after one month it stopped working and the pin came out.I contacted Amazon for that and they asked me to go OnePlus service center. I went to service center and they mentioned that the charger, data cable and adaptor is not original and told me to contact Amazon regarding this as I got cheated from Amazon so OnePlus will not gonna help with this. I asked the amount of the charger and it was Rs.3000.I reached out to the Amazon customer service and they asked me to call you OnePlus customer service for the deniel letter then only they can help me out. They provided me the phone number i.e. 18001028411. I spoke with someone from OnePlus customer service. They said that they don't provide any deniel letter and asked me to again contact Amazon for that.I again called Amazon customer service and told them what OnePlus customer service guy told me. After that Amazon asked me to e-mail OnePlus support and wait for 3 days for the resolution. I did receive e-mail from OnePlus only one time and after that I'm tired of taking follow ups but no revert received yet.I reached out to OnePlus customer service via live chat and they promised me multiple times that someone from them will gonna contact me within 24 hours but still it's been many days that no one contacted me via e-mail or call.Due to this duplicate charger, my new phone started hanging and the screens got black and blank. I don't understand why the hell am I facing this issue.Whom I blame for this?? Amazon or OnePlus?? Is there anyone who can help me out.Also I updated reviews regarding this incident in Amazon multiple times but they mailed me back by saying that they cannot update ky review due to blah blah reasons.Amazon and OnePlus customer support is useless. They cheat people and never help them out and provide the resolution.",2024,5,April,2024,2,1,0,IN
US,Amazon is one of the worst companies in the world the hire felony drivers and trust them with your packages and when you don’t receive your packages they make the customer responsible to do all the work ,2024,5,May,2024,1,1,0,US
PL,PRZEWIDYWANA DOSTAWA 20 LISTOPADAZamówienie złożyłam 12 maja Gorzej niż popaprańce,2024,5,May,2024,2,1,0,Other
PK,Review text not found,2024,5,March,2024,1,5,1,Other
GB,"Amazon Prime is the best online trader, in the United Kingdom. I have used them for many years and NEVER ONCE have they missed a delivery. Perhaps I am fortunate but this is how I feel.Long Live Amazon",2024,5,May,2024,10,5,1,GB
US,"I've been with Amazon for years as a Prime member. They knowingly false advertise about their delivery times. Had one order come in two days late, another over one week later than advertised. They are so messed up that the girl said she couldn't even find my account after I verified it by text. However, I suspect she just lied to me because she didn't know how to resolve my issue because she hung up on me. We will try our best to find alternatives like TEMU or Alibaba or just drive down to the store and get what we need as we are finding that Amazon Prime is NO LONGER worth it. You pay for it and get regular delivery like everyone else. Oh yeah, after 45 minutes on the phone, they did give me a $10 promotional credit, lol. Hardly worth my effort. ",2024,5,May,2024,1,1,0,US
PK,very bad experience ,2024,5,May,2024,1,1,0,Other
GB,For well over three years we have had a problem with Amazon deliveries and our items being delivered to another address. Again today they left our delivery outside a neighbours house in full view of anyone walking past. ,2024,5,May,2024,41,1,0,GB
GB,"Absolutely rubbish used to be good back in the day with perfect timing, nowa days they tell you arrival 1pm if you order withing 5 hours but as soon as you order it changes the time to delivery 10pm amazon has become unreliable so i just go to the market personally fk all this bs",2024,5,May,2024,35,1,0,GB
US,Returned 3 boxes of product to Amazon which were delivered to Amazon dock on 5/6/24.  I've spoken with 3-4 reps and 2 supervisors and cannot get the $1212 refund out of Amazon.  I've had to lodge a complaint against the charge with my credit card company.,2024,5,May,2024,6,1,0,US
IN,Now this fu**** company is start cheating people guys don't use Amazon now it's not safe now for the earnings money they stop the quality check and fu**** start checking people.,2024,5,May,2024,1,1,0,IN
US,Customer service is amazing! It is nice being able to resolve order issues with no questions asked. I’ve had maybe 3 issues out of over 1000 orders; such an amazing company.,2024,5,May,2024,1,5,1,US
NG,"Delivering wrong items or packages with no items insideOne recommendation is to develop further private brands for Amazon, because the company already has industry strength introducing more of their own brands into the market would benefit their brand. Having more private brands would make Amazon a more competitive company and also reducing the price of items ",2024,5,May,2024,1,2,0,Other
GB,"Amazon are inherently dishonest, I made a complaint re goods ordered not to specification, Upon looking at reviews I saw vendor had 12% 1 star reviews including mine. I looked this up again and Amazon had removed the bad reviews and vendor suddenly had 100% feedback. Again Amazon are dishonest.. whilst acknowledging my complaint they had done  diddly squat. Perhaps now time to do a credit card chargeback.",2024,5,May,2024,69,1,0,GB
US,"3rd time now I have recieved a message that my order was delivered only to find out. It's a LIE tht it was deleivered, so I spend my time worrying about an order that you claim has arrived. I have been buying from Amazon for over 15 years. It's only the last 6 months that this kind of garbage started. So I don't need to worry about an order, don't tell me it has been delivered. if this continues to be your mode of operand I will find someone else to provide my purchases. Even if I have to pay more at least I know I won't get false communicatioins. You would think Amazon would want better reviews.",2024,5,May,2024,3,1,0,US
GB,"Where do I begin! Your delivery services are full of incompetent liars. That say they delivered parcels when they have not. When you speak to Amazon Customer Service, this gets 100 times worse. As they support the lies and dishonesty.I’ve opened a complaint about Amazon Amazon Customer Services And they have not replied at all.! No surprise there. They just constantly repeat themselves and advise people incorrectly. When you bring it to their attention, you’re ignored. It’s happened time and time again",2024,5,May,2024,2,1,0,GB
GB,Is there a company with worse customer support than Amazon?,2024,5,May,2024,57,1,0,GB
GB,"I driver stopped at our house, I told him it was not for this addres and and tried to show him . I could see he was not interested and as soon as I went in he dropped it on the door step and drove off!!! There is no way to report this driver and Amazon don’t care !!! Terrible company and for this lack of care I will never again purchase anything from Amazon 😡",2024,5,May,2024,4,1,0,GB
US,Amazon customer service is a joke. They are rude. It’s very very disappointing. They don’t even help you. I used to love Amazon years ago now is getting so bad that I need to cancel my prime member. ,2024,5,May,2024,1,1,0,US
US,Review text not found,2024,5,May,2024,13,5,1,US
GB,Lost my old Amazon account which I never got my orders I ordered and had to open a new acc. Can’t provide the order numbers because they blocked my account. All very convenient and then they try charging me for prime 3/4 times a month till it’s purchased then after buying it they still charge postage and packing. This is all very suspect. I have lost a lot of money to them and i know they can get my old account back but no one is helping by. How many ppl do they do this to and make lots of money off the back of it? Unimpressed ,2024,5,May,2024,27,1,0,GB
IN,Got my tissue paper roll within 13hours of ordering. Thankyou so much for quick service guys.,2024,5,May,2024,2,5,1,IN
ZA,"Absolutely useless Amazon staff, have no clue how the Amazon app works. Time to change to another seller.",2024,5,May,2024,2,1,0,Other
FR,"I sent this message twice to Amazon and have never received an answer. It concerns an item purchased for 123 euros on 29 February and returned on 14 March. The return address was in Las Vegas, Nevada. I'm in France, so why Nevada? The postage to Nevada from France was 35 euros or one-fourth of the purchase price. How is this possible and is this really Amazon's policy? No answer from Amazon, queried twice.",2024,5,May,2024,22,1,0,Other
GB,"I pay for Prime and have an Amazon Business AccountI ordered some headphones for my colleague on my prime account next day delivery to our office premises, for work.A host of deliveries to our office say delivered when they are not. The delivery staff do not give a toss.this is a high value item that should be signed for, it says it has been, only knows who.The contact us and chat is all ai - and frankly for anything apart from basic info - absolutely uselesswhat terrible customer service - with no link to the delivery person - at least royal mail hold their staff accountable and take care the parcel reaches the right address.its terrible inconvenience - we will cease using our business account for office supplies immediately. ",2024,5,May,2024,4,1,0,GB
US,Review text not found,2024,5,May,2024,2,5,1,US
US,"Can’t even place an Amazon order now unless you’re prime member. I know they are under fire for this, when they ask if you want to join prime, if you say no, a little round circle spins, for hours. You can forget ordering at this point. I’m moving on. I found other good places, don’t need Amazon anymore. ",2024,5,May,2024,3,1,0,US
US,"Amazon keeps charging me for refunded items that were already returned or resolved. Despite resolving these matters with them and receiving a refund, they repeated the same issue months later.I received an email from Amazon months later stating they didn't receive the item that I returned and that they would charge my payment method if they didn't hear from me. Concerning this specific item, my payment method was charged $57.15. An Amazon supervisor informed me that they did receive the item and would refund the charge to my original payment method. This has occurred repeatedly, with supervisors and representatives stating that I shouldn't have received the emails.I have filed complaints with my bank. They informed me that this is a common practice with Amazon, affecting several other customers as well. This situation needs to be addressed immediately and stopped.",2024,5,May,2024,4,1,0,US
US,"Amazon has gone so far downhill - Where are you, Jeff Bezos!!  The company you started no longer exists. Customer Service is terrible - the overseas folks have no authority to handle issues - very pleasant - but no problem-solving capabilities.  Your Corporate Customer Service folks are rude.  You were leaders in the online industry back in the day - NO MORE!",2024,5,May,2024,4,1,0,US
US,"So, I decided to purchase an AIR PURIFIER, which works fine. Amazon offered 12 monthly payments with no interest, which sounded good, so I accepted that. I get my credit card bill, and... the total amount is stated.What added to my confusion was the fact that the section where it should have specified the special terms on the credit card statement showed ZERO, as in no special was applied, leaving me unsure about the details of my payment plan. ONE HOUR ON THE PHONE with Amazon and then the Credit Card Company, and what a JOKE!  I decided to pay the whole thing off and get rid of this nonsense; Amazon stock is going up, but I can't figure out why because when you have a problem, good luck with rectifying it.  OH MAN!  It's an AMAZON of Confusion!",2024,5,May,2024,6,1,0,US
GB,"Awful customer service.  I ordered an item which I received with a vital part missing. No surprises there, as this happens a lot. I contacted CS and was told the only option for return was Evri colle tion, which they booked for yesterday. No show from EVRI, but they often turn up a day late, so waited again today, again no show. I spent an.hour on chat, being passed around departments being told only option was to re-arrange EVRI collection. Having wasted 2 days already and not being able to stay in for another 2 days, this was not suitable. I was then told I could arrange and pay for return, but its a large item that I can't weigh for booking other courier. Five CS agebts in total told me onlyOption was EVRI collection. All LIED! the EVRI label could also be used for drop off at EVRI collection point. I could have dropped off 2 days ago, and not wasted 2 days waiting for EVRI to not show up.",2024,5,May,2024,38,1,0,GB
UA,"Amazon is the worst thing I've ever encountered!They blocked my order, after which I provided them with a bunch of my documents: a screenshot from the bank app showing my card number, a bunch of card account statements, a copy of my passport (even twice), after which they completely blocked my account, because, as if this was not enough to understand that I actually made a payment from my card by myself.They have recruited morons as employees...Amazon account is closedThe information you provided is insufficient to verify your payment ownership. Any pending orders have been canceled. If you believe this is an error, please contact Amazon Customer Service.",2024,5,May,2024,4,1,0,Other
US,"I ordered a few things at the same time and returned what I didn't want to keep. The return was processed, I got my refund.  I got an email a month later stating that if I didn't return one of the items I had already returned, they would charge my card again. I contact the customer service phone that I found thru the app. I was assured multiple times this email was sent in error and that I will not be charged. Ok! This email kept coming to me, and I would call each time. I finally got charged for the item again. I contacted them again and got nowhere. Amazon could not manage their own affairs', so I disputed this charge with the credit card company.  Amazon then starting to send me harassing emails asking me to cancel the dispute... they contacted my card company and tried arguing it.  They got nowhere. The account is now closed, I will not shop with Amazon again.",2024,5,March,2024,1,1,0,US
US,"Amazon is an absolute joke at this point. Between the shoddy delivery drivers, Indian customer service and plethora of Chinese sellers (shipping from China even). It’s just a complete soup sandwich at this point. I had a mother day gift that was supposed to arrive within time, it didn’t, and I even paid for over night shipping just to make sure. Well I tried to get a refund on shipping and they could only offer 5$ Amazon credit instead of just refunding my card. I don’t want your slap in the face 2$ and I don’t want my funds locked in your store. Shop elsewhere, Amazon is dying/dead.",2024,5,May,2024,1,1,0,US
US,"Amazon is not what it used to be. Customer service is terrible. There is no proper communication between the warehouse and customer service. I returned 2 rugs in one box but got a refund for 1 only. The shipping label calls for both and I did what I am supposed to do, put them together. They are hiring incompetent people to answer phones, work at the warehouse and deliver. I will dispute that charge with my credit card bank because I have all my documentation intact. It’s Time for Amazon to have some competition in order for them to straighten their act. ",2024,5,May,2024,1,1,0,US
TR,"Hello,I have an Amazon account associated with the email address kerimeklemee@ gmail.com. However, my account has been suspended due to intellectual property issues related to items I haven't sold. I have all the necessary authorization information and a strong defense. I have complied with all policies, and it should be accepted. They have been giving me a hard time for months, and my only wish is to recover the money inside the account since I won't be selling anymore. If you can't do that, I will complain everywhere.",2024,5,April,2024,3,1,0,Other
GB,"Don’t ever make the mistake of ordering from a 3rd party seller. I have been waiting weeks for a refund and have had to pay £20 postage myself (which I did based on Amazon Customer Service advisor’s advice) and still have not received my money. If you get an A-Z guarantee claim put in, you just get copy paste responses from what seems to be a robot who has no ability to read what you’re explaining the issue is. I have made over 5 phone calls to Amazon and replied over 10 times to emails and I am still without my money, and the seller received the returned item long ago. DO NOT DO IT.",2024,5,May,2024,9,1,0,GB
US,"I signed up for an Amazon account under my phone number, subscribed to Prime, and now the system isn't recognizing my phone number to log in.  Chatted AND called into support, nobody was able to help me.  I literally added my Credit Card and everything, so I guess they're thinking they'll be able to keep charging me monthly without access to a prime account.",2024,5,May,2024,1,1,0,US
US,"Oh my! … from where to start.. I am not sure what happened to Amazon but for the last 2-3 years feels like a different company. I purchased a lot from this site in the past. Last 2 years were as horrible as could be. They turned into book haters or what??? Every, just every book I got it was damaged - not a package but item itself was or grossly bended and just only for that you cannot sell item as a “ new”!! They should be sued for wrong advertising! If book not grossly bended and twisted then it dirty fingerprints all over the item and simple wiping it has no use aka help! I found even pizza stains on the book which sealed in “ presumed” manufacturer packaging. If you a… h…. fake manufacturer packing at least clean the items and don’t overdo it! False in everything. I left a comment about damaged item they send and what did they do? Yep, all my reviews under my account was removed!!! People, stop being dependent on Amazon! Heck with a an extra buck, buy somewhere else. Disrespectful dirty company! I really hope someone pushes them out of market, I would gladly support that. ",2024,5,May,2024,2,1,0,US
GB,"Has AI taken over Amazon.  It's the worse ever.  I recently purchased two items together from the same seller.  The items were no longer needed, so returned them both in unopened condition.  They emailed me stating 'your account is closed due to  account is directly linked to another account, that we have previously closed for violating the terms of our conditions of use policy.  I only have one account.  I no longer have access to my account and all my Alexa device have logged out as well.  I've emailed them and seem to get the same robotic response.",2024,5,May,2024,5,1,0,GB
US,"They never delivere to the right place, they always break what is in the package.  Then they never want to give you your money back. ",2024,5,May,2024,1,1,0,US
US,"Terrible customer service.  I accepted a trial of Amazon Prime.  I canceled it through my account on the last free day.  The following day I was charged for the next month.  Finding a live person through Amazon's help screens took about 20 minutes.  Actually getting the credit took another 16.  Obviously, the person on Amazon's end was trying to help several customers at once.",2024,5,May,2024,1,1,0,US
NL,"I give it one star, but it deserves -1 star. Bought rubbish, when I want to return it it costs over $38! Robbery! ",2024,5,May,2024,2,1,0,NL
DK,It is impossible to change your e mail so you only have one.Have Tried to confirm my new Amazon account with Out luck.,2024,5,May,2024,6,1,0,Other
GB,Wish I could give less stars.Where to start apart from the fact this company are ablist(discriminate against disabled people)Won't help and when you ask to speak to a manager the advisor says the manager can do the same as me.When trying to return an item be sure you have bought a printer as you will have to print a label.Just don't buy the printer from Amazon as if it's faulty or the wrong item you won't be able to print the return label.Amazon are a joke and having call centres in foreign countries is not very helpful for someone who is deaf.If you want my opinion DONT USE AMAZON. THEY ARE TERRIBLE,2024,5,May,2024,10,1,0,GB
BE,"While prices are not as low as they used to be, and some of the marketplace sellers are rather awful. Overall the customer experience wi Amazon remains the best I’ve tried yet.",2024,5,May,2024,3,5,1,Other
US,In the last year or so Amazon deliveries have not been received when promised.  Usually items promised the following day or not received for an additional day or two. My most recent delivery offered a 4-8 am delivery time the following morning.  I WANTED IT.  Not only were my items not delivered..3 out of 4 are due by 10 tonight...I doubt it...that now signals another day and I'll receive a text/email telling me the order is delayed. The 4th item is due TOMORROW by 10.  No where near the promised time.  There wasn't even an email to say it was delayed..just email stating items are due (3 out of 4) by 10 p.m. tonight.  Amazon's service has dropped significantly in the last few years and I am using other services more and more often.  Do NOT count on anything being delivered on time if the delivery time matters to you.,2024,5,May,2024,1,1,0,US
GB,Finally my delivery note is being read and parcels are not being left on my doorstep to go missing.    Keep up the good work ,2024,5,May,2024,264,5,1,GB
QA,"Honestly one of the best companies in the world. Sure all the reviewers here seem to have one issue or the other, but from my person experience (7 years of purchases) Amazon has always kept a smile on my face like their A to Z policy promotes. Don't forget that alot of these reviews come from fraudsters who want to get stuff for free. ",2024,5,May,2024,13,5,1,Other
CA,cancelling prime is wayyy more of a hassle than it should be these little scum bags try to weasel money out of people any way they can. screw yourself bezo's hope someone murders your ass,2024,5,May,2024,1,1,0,CA
CA,"Ordered Items to be sent for GED class for Friend's Wife.  Items were all Guaranteed to be there no later than 15, May 2024. Amazon deliberately decided to not ship one of those Items for 9 days. They sat on the Item until We started complaining.  GED class was Scheduled to begin on 16, May 2024, and now has to be cancelled (Fee of $320.00 U.S.D. is Non Refundable! Friend's Wife now can not go for her class, and has lost her job employment. The worst of it is Friend's Daughter has A Life Threatening illness, and now that his Wife has lost her employment due to the Aforementioned, they have no way to pay for the treatments for their daughter! Amazon's Deliberate DELAY has seriously hurt several people, and shortened the Very Life of a very sweet and intelligent girl. The Family is now struggling to try to come up with the Money to treat their Daughter, but can not because Mom can not have gainful employment without her GED!",2024,5,May,2024,4,1,0,CA
US,"User-Friendly Interface and Vast SelectionOne of the most commendable features of Amazon.com is its user-friendly interface, which facilitates an effortless browsing and shopping experience. The website is well-organized, making it easy to find products among the countless categories and subcategories. Moreover, the vast selection of goods ensures that one can almost certainly find whatever item they are searching for, ranging from everyday essentials to specialized gadgets.Reliable and Fast ShippingAmazon's shipping services are exceptional. With Amazon Prime, users can enjoy the benefit of fast, free delivery on numerous items. In several instances, products arrive even sooner than promised, showcasing Amazon's commitment to reliability and customer satisfaction. This efficiency is particularly valuable for last-minute purchases or urgent needs.Competitive Pricing and DealsAmazon.com offers competitive pricing, frequently accompanied by deals, discounts, and promotions that enhance affordability. This pricing strategy, combined with an easy-to-use price comparison feature, empowers consumers to make informed purchasing decisions, ensuring they get great value on their buys.Customer-Centric Return PolicyThe return policy at Amazon is straightforward and customer-centric, designed to ensure that if you're not satisfied with a purchase, the process to initiate a return is simple and hassle-free. This policy, coupled with excellent customer service support, enhances the overall shopping experience, instilling a high level of trust and confidence in the platform.Secure and Safe TransactionsSecurity is paramount on Amazon.com, where transactions are secure and user data is protected with high levels of encryption. This commitment to security reassures customers, making them feel safe while shopping online.Robust Review SystemAmazon's customer review system is robust, providing prospective buyers with honest, detailed feedback from other users. This transparency aids customers in making more informed decisions about their purchases 4 6 .Innovative Features and TechnologyAmazon continually integrates the latest technology and innovative features into its platform, enhancing the shopping experience. Features such as Alexa shopping, one-click purchasing, and personalized recommendations make shopping seamless and more enjoyable.ConclusionOverall, Amazon.com stands out as a leading e-commerce platform due to its comprehensive approach to online retail, which includes a vast selection of products, competitive pricing, fast and reliable deliveries, and a customer-focused service ethos. Its continuous innovation and commitment to customer satisfaction rightfully earn it a 5-star rating.",2024,5,May,2024,2,5,1,US
US,"Awful, declining service at Amazon.com, ? extortion.It seems that Amazon.com has a highly questionable algorithm to determine how returns and refunds and managed, and that if Amazon.com wants to defer a customer's refund, they have a way to defer a refund on a return for 4-6 weeks. We've now run into this, several times.Further, Amazon.com's off-shore, live (by phone) customer service personnel are awful.Amazon.com has deteriorated, dramatically. ",2024,5,May,2024,13,1,0,US
GB,"Absolutely appalling customer services.  I have been advised to contact my bank to file a dispute for not receiving a refund from Amazons third party seller, after I was advised by Amazon to refuse delivery of the item as I tried to cancel the order within one hour but it was mistakenly refused!  I bought the item from Amazon in good faith and they are not taking responsibility for this!!! I have lost my voice after the number of times I have phoned Amazon and explained the same thing over and over again numerous times and now I’m emotionally drained, frustrated, stressed and cannot believe Amazon have said if the seller does not respond I will not receive my refund!  This is not how I expect Amazon to respond!!!  Beware customers thinking of buying from Amazon!!!",2024,5,May,2024,6,1,0,GB
US,"The lowest option here is one star.  There should be minus stars because amazon has absolutely NO customer service.  If you manage to find a way to chat with them, you get run around in circles and NOTHING gets resolved! After an hour of my time and 5 different customer ""service?"" agents, I was directed to another department.  So I could start the runaround all over again.  Amazon is, without a doubt, the worst company on the planet!!!!",2024,5,May,2024,1,1,0,US
US,"BEWARE OF GOOD REVIEWS!! Amazon controls what reviews get published on their site, maybe even on Google. I purchased an in-sock item, then a week later it got “cancelled “ for being out of stock but I immediately checked and it was available at double the price! What price gouging! I tried to leave a review on Amazon to warn others but I was denied, some pitiful excuse about the review not being related to the product. I looked into leaving a review on Google but seems it’s not possible and I’m not alone in trying this. Big Amazon seems to have made a deal with Google. So beware…",2024,5,April,2024,3,1,0,US
US,"We have been a Customer for several years now. Most of the time Amazon has been very good. The issue I have is it impossible to Ask a Specific Question about an item before ordering. Also, some of the items are vague- and are not marked New or Used. This results in needless returns, especially, when You’re spending over $100 on one item. There used a place where you could request Amazon packaging instead of Original boxing. How do I stipulate “AMAZON PACKAGING ONLY” for all my items? What happened to “Live Chat” ? Most of the time, everything goes fine. Just one Man’s opinion.",2024,5,April,2024,1,4,1,US
NL,"I made an order for a power bank some time ago. In the confirmation it says that they don’t know the delivery date, they will let me know when it is available. I could swear there was a date before ordering. Today I have the confirmation: I try to do it again, it says with in 13,55 delivery on Friday, but after the order am thing. This is really bad. Canceled again. ",2024,5,May,2024,1,1,0,NL
BE,Review text not found,2024,5,April,2024,2,1,0,Other
GB,"Ordered a rollator for my mum, the listing was for multiple colours and sizes. Order said extra small from drop down box but received a small. Waited in twice now for collection from Evri who have twice refused to collect as to large. Amazon customer service this time has been appalling. Not confident to order another one as listings all mixed up and still not sorted. Customer service actually told me to order from an another seller instead of Amazon. Currently on phone to customer services 45 minutes on hold. ",2024,5,May,2024,11,1,0,GB
CO,"Hi, the Amazon.com stole my money. The $2,717.73 money I paid for the items that were not delivered. I contacted Amazon customer “service “ more than 50 times, and all they did was put me on hold and hang up. This is theft and scam. Attached is the tax invoice from Amazon; when I contacted them, they said this order didn’t exist. Amazon.com has scammed me. Amazon.com is scam. Do not buy from them.",2024,5,May,2024,1,1,0,Other
ZA,The worst experience I have ever had. I got some gift card and tried to use it. They just have stolen gift money and blocked bank transfer and my account. ,2024,5,May,2024,3,1,0,Other
US,"Ordered 3 tier shelf.  They said it was delivered,  & charged my card. I asked to what address? The seller put $58.00 back on card. I then checked Home Depot.  I bought 3 tier shelf for $32.00, free delivery. 4 days it was home.",2024,5,May,2024,2,1,0,US
IN,"Amazon denying my refund, It's fraud company.Please don't shop else you will regret too much.Shop offline because Amazon is very fraud site.",2024,5,May,2024,2,1,0,IN
US,"WATCH OUT FOR AMAZON NOW WITH RETURNS,EVEN THO THE SELER SELLS US GARBAGE WHEN YOU GO TO GET YOUR REFUND SOME THE MAKE YOU WAITE UP 2 60DAYS TO GET YOUR MONEY BACK EVEN IF THEY HAVE YOUR ITEAM EANING THE SELER ALREADY HAS YOUR MONEY NOW THEY GIVE HIME TIME TO PAY IT BACK,WHICH TO ME ITS WRONG CAUSE YOU WANT THE THING BEFORE WE GET ARE MONEY BACK,BUT WHEN YOU GET IT,NOW WE GOT TO WAITE MONTHS FOR ARE MONEY,AMAZON LIKE O CHANGE STUFF QUICK,WITH OUT SENDING US PRIME MEMMBER MEMOS,IT DOESNT SAY WHAT SELLER TAKES LONG FOR RETURNS,JUST NO,YOU MIGHT HAVE THAT ONE  ITEAM THAT IT TAKES MONTHS FOR YOU RETURN,EVEN THO THEY GOT THE PACKAGE,THERE BECOMING MORE LIKE E BAY WITH THAT,N THE SELLERS NO,SO THEY SELL GARBAGE TO ROBB PETTER N PAY PAUL THU AMAZON N THERE PROTECTED BY AMAZON...     ",2024,5,May,2024,2,1,0,US
GB,"I ordered an electric gate kit through Amazon at £ 299 including a £ 30 discount which got lost in their delivery process so I was told to re order which I did.  It didn't include the £ 30 discount this time so I contacted Amazon via Live Chat who confirmed in writing ( a copy I have ) they would honour the £ 30 discount and to contact them once the gates arrived for them to initiate the refund.  I did this and was told on 5 different occasions they now wouldn't honour their promise and there was nothing they could do.  It is now available again with the £ 30 discount which I'm not eligible for as I now have the goods !!  Absolutely shocking service !!!  To add to this, the gates that were delivered had to be signed for.  I was out, they left them at my back door which is visible from the street !!  Their records said it had been signed for by me.  I had left instructions for it to be left in my garage !!!  ",2024,5,May,2024,24,1,0,GB
US,Amazon had the best customer service in the world from when I first ordered around 2006 up until before the pandemic amazing. Since around 2020 Bezos has gotten greedy and cut customer service from a perfect 10 to a -9 I just cancelled my prime membership after 18 years good bye not a penny more to this Bozo ,2024,5,May,2024,16,1,0,US
NO,"I ordered quite an expensive Espresso machine from amazon. It never arrived but got marched as delivered the moment i got through customs.Customer services require me to file a police report. I do that. mail it to them. They ""DONT RECIEVE THE MAIL"".So i mail again. Get confirmation from amazon that the mail has been recieved. They STILL ""HAVE NOT RECIEVED MY MAIL"". I HAD TO CHANGE MY EMAIL ADRESS SEND IT AGAIN.Guess what:""POLICE REPORT DOES NOT HAVE A SEAL WHICH AUTHETICATES it"". By now i have spent a MONTH sending 14 mail calling the customer service 10 times trying to SUBMITT my police report.Police in my country used 2 weeks to process my police report. They won't file it in time. Bear in mind.Amazon they had no trouble recieving the mail at the start of the interaction. Only when i had met all the necessary requirements for refunding did trouble start.So in conclution:Amazon blocks your email so you cant get refunded. They wont accept Offical documents unless it has some form of stamp.NEVER BUY FROM AMAZON.",2024,5,May,2024,1,1,0,Other
US,"Bought a Moroccan tagine and Moroccan spices. Amazon wrote ""Free Return"". However, they charged me $12 for returning it. The spices bottle came half empty. Left a 3 star review but Amazon refused to publish it. They wrote it is a review of the packaging that varies among customers not of the product.",2024,5,May,2024,1,1,0,US
GB,Used to love shopping on Amazon quick easy convienient especially for someone like me with a disability however recently the customer service is appalling been lied to on multiple occasions refused a manager had an agent speak to me telling me shame and he will say whatever he wants to me re issues with items not being delivered then after all the hassle the item is faulty speak to customer service who fob you off until finally someone agrees it shouldn’t have happened and they would be refunding they explained money would be in my account today (yesterday) no money received spoke to another agent who provided me with a tracking number gave to my bank who advised nothing showing pending to go in and they can’t use that tracking reference to speak to the bank it’s coming from contact Amazon again who refuse to give the name of the bank so no refund no tv and no further foward ,2024,5,May,2024,11,1,0,GB
