,Country,Review Title,Review Text,year_posted,month_posted,month_ex,year_ex,review count,rating,rating_group
4295,US,Purchased a pair of binoculars for over…,"Purchased a pair of binoculars for over $1000, then returned it. I was told that items now over $300 will take up to 1 month to issue a credit. I asked where is this written on the web page or near the item itself. It's not, it's called deceptive marketing. I asked to speak to a supervisor and was transferred to Canada. Called back and transferred to Philipines. There is no one to talk to in the U.S anymore. Service - laughable.",2023,08,August,2023,1.0,1.0,low
4296,GB,Poor quality goods on Amazon,"I have noticed over the year the quality of products  being sold on Amazon has gone down dramatically. Really disappointed as I use to use them a lot ,but if I cant trust the quality of the products being sold on the platform its time to look else where .",2023,08,August,2023,5.0,2.0,low
4297,GB,Amazon is getting worse I am a prime…,Amazon is getting worse I am a prime member and most of my items from them but o ce again promised next day delivery but then again  got an email at 5pm to say they are running late so won't be delivered to the following day so I phoned customer service and asked for a refund as I would not be in I was told sorry can't give refund as will be delivered Thursday once again I explained it was meant to be next day delivery which should have been Wednesday and I won't be in on Thursday so I asked to speak to a manager she said it will definitely be delivered tonight but it never turned up Amazon should not be allowed to advertise next day delivery and not honour it if it had been once ok but this is happening more often I will try again tomorrow for a refund as item will be no good by then,2023,08,August,2023,33.0,1.0,low
4299,PK,This is amazing & also perfect I always…,This is amazing & also perfect I always work in Amazon,2023,08,July,2023,1.0,5.0,high
4300,GB,I put two items in my basket,"I put two items in my basket, both said FREE DELIVERY  when I went to pay it had £4.99 for delivery I tried to get rid of it but nothing worked so I phoned customer services, only to get a lady answer so softly that I had to ask her to speak up, then see asked me three times to give her my postal code which after the third time she read back to me and still had it wrong, she kept putting me on hold and then she came back to say she had spoken to her manager and i must pay the postage and it will be credited back to me ?????  WTH I was listening to her talking but someone or her were ruffling papers and I couldn't hear her and she kept on saying excuse me, I almost lost my CRAP after 20 minutes of having to communicate with with this person I was finally finished, at one point I said that I would make the purchase elsewhere !!!!!!  WHAT HAS HAPPENED TO AMAZON, IT USED TO BE A REASONABLE COMPANY TO DEAL WITH WTH THEY ARE LOSING THE PLOT !!!!!!!!",2023,08,August,2023,36.0,1.0,low
4301,US,Lost my money because I got a faulty…,Lost my money because I got a faulty product and Amazon customer service won't help me at all. I can't recommend them.,2023,08,August,2023,2.0,1.0,low
4302,US,Amazon Prime Is No Longer Prime!,"I've been an Amazon customer for years. I started out selling books on their site in the 1990's. I became a Prime member later and enjoyed the 1-2 day free shipping and returns. My more recent orders now take weeks to arrive. Quality of products have gone way down and they don't care. I can shop the dollar stores for junk.  Returns are a horrific experience. While I used to get immediate refunds when returning through UPS to an Amazon gift card, I was told by customer service that I will have to wait 2-3 weeks for a refund. So, why exactly am I paying for Amazon Prime? It's worthless and I'm cancelling. It seems like Mr Jessy had ditched the old Amazon model and now it's about profits over customer service. Time to move on.",2023,08,August,2023,2.0,1.0,low
4303,IN,I ordered redmi 12 5G mobile but they…,I ordered redmi 12 5G mobile but they delivered tecno spark mobile after placing return request not ready to accept their mistake and replace/refund. i have recorded the delivery video and shared the same to them but still not ready to replace shame on you guys,2023,08,August,2023,1.0,1.0,low
4304,GB,Amazon's rubbish customer service,"I have been using Amazon.com and Amazon.co.uk for some years to buy books with no problem, but like all big companies when something does go wrong they have no customer service and are hard to contact. I ordered one book in March this year which never arrived and have lost over €40 as Amazon refuse to reinburse me as they said it was a supplier using their site and not direct from them even though my bank statement says the money went to Amazon. The book store --- calls himself glenthebookstore had stolen my money and not supplied the book. I recently ordered another book from Amazon who said it had been delivered on 8th August, which was a lie by them. I will not be using Amazon again as I have lost over €50 on that book also.",2023,08,August,2023,14.0,1.0,low
4305,US,Amazon-Professional Scam Artists,"Don't shop with these people. It's a scam, and they readily price gauge on every item they can get away with. But we love them for the fast shipping so we turn our eyes away from the fact that they scam all day everyday. Fast shipping-Scamming even faster. They are not the same Amazon they once were, and will lie to you and take their time refunding your items if at all. The management has gone downhill and they no longer care about their dedicated customers, or customers at all. Do not trust these people they will take your money fast and send you a defective item and make you wait until whenever to receive a refund. I'm sorry I ever shopped here and am happy to take their app out of my phone for good.",2023,08,August,2023,1.0,1.0,low
4306,GB,A mess zone,"Amazon online shopping app is absolutely hopeless. Just because I had the audacity to change my payment details, this ridiculous website, refused to recognise my old details,  my new details, my old password, all new passwords,  and my email addresses !Awful Amazon's woeful website, is a bunch of bilge.",2023,08,August,2023,18.0,1.0,low
4307,US,HORRIBLE CUSTOMER SERVICE,"Oh, my Goodness! Outsourced customer service! Hard to understand the rep. They always seem to be half asleep. Ask a specific question, they just repeat themselves over and over. No concern for customer’s issues. Try returning something. You either have to take time out of your busy day, to drop off at a UPS store, OR pay $7.99 for UPS to pick up the package from your home. Bull ….! You should NEVER have to pay ANYTHING to return a defective product! Fight enough like I did today, and last time I had this issue, and the outsourced rep will “comp” you the return fee, which you should never even been asked to pay in the first place! Horrible!",2023,08,August,2023,4.0,1.0,low
4308,US,Amazon no longer gives a damn,"Ultimately, Amazon has gone down hill as a business over the last couple of years. Whether it be silly mistakes like I'm ordering wood, smoking pellets and receive dog food and I don't have a dog; or most recently my wife orders some headphones doesn't like the fit, returns them and they proceed to tell us that we returned the wrong item. So they got rid of the item they received and are not going to refund us. Spent 2 days trying to work on that problem only to be brushed off and basically told they don't care or pass the buck to some other department that turns around and passes it to somebody else. $150 problem could have been fixed and a long loyal customer could have been kept. Now they're going to lose a heck of a lot more than $150 with my business going elsewhere on top of the fact that I'm going to bad mouth them as much as I possibly can and tell my story to everyone that will listen. Only further causing them lost revenue in the long run. Great business model Amazon, keep it up.  From here on in I'll just find other alternatives. Whether it's ordering direct or through Walmart or Target or going in person for a change.",2023,08,August,2023,2.0,1.0,low
4309,US,I ordered a scientific notebook and I…,I ordered a scientific notebook and I simply asked that it be placed at my front door at my apartments. So they charged me $13 just to deliver it and then never put it in my door instead they put it in some locker system downstairs. But never sent me any kind of email notifying me that it was in a locker or how to enter the locker and get the notebook. So I eventually had to just buy a notebook at the bookstore because I was in class and I needed one for class. No money has ever been put back on my card. I’m not gonna go to Whole Foods again either.,2023,08,August,2023,10.0,1.0,low
4310,UA,I ordered LP from Amazon,"I ordered LP from Amazon. As I’m living in Ukraine I used the forwarding company to deliver my parcel to Ukraine. When I received my parcel it was sealed by Amazon. I opened it and found out that they sent me a wrong LP, not even the band I ordered. After that I spent much time and a lot of nerve cells trying to solve this problem but at first they changed managers 20 times until they found that one who can help. He promised to make a replacement. Several days ago I contacted them once more and they said that they will help me to make a replacement. In a week when I still didn’t have any information about what’s going on they told me that it’s not their fault and the delivery company should solve this problem. They didn’t give me any answers about how they imagine that delivery company is guilty? And why should I pay for their mistakes? So - much time, no results. I paid money for LP, I didn’t get it, Amazon doesn’t want to do anything to solve the problem. Amazon has the worst customer service I have ever met! It was my last purchase from them and I don’t recommend this shop to anyone!",2023,08,August,2023,1.0,1.0,low
4311,GB,Absolutely Terrible!!!!,"Absolutely Terrible!!!!!  Seems Amazon staff no longer have to be polite as Amazon don’t care anymore about their customers and clearly think they are too big to treat people with dignity and respect! I ordered some suitcases for my sons holiday. Said they were ‘delivered’ left on porch….clearly they were not! Or due to it being an insecure area, they were stolen! Called called customer services who said they would NOT give me a refund until I reported the “crime” to the police!!!! What the hell!!!! What crime!!! Who even knows if the delivery company delivered when they said they did! I have had to call on numerous times. Every advisor I spoke to was RUDE!!! I then had to take time out of my day and waste police time to report that a delivery company did not deliver my parcel properly!! This is an absolute JOKE! Like the police don’t have more important things to deal with that a delivery company not doing their job! Amazon should be ashamed of themselves, and the police need to put a stop to this kind of nonsense, unless Amazon are going to donate some of their billion dollar revenue to the UK police force 🤬. I will be taking my business elsewhere they clearly don’t care as long as they get your money!",2023,08,August,2023,18.0,1.0,low
4312,GB,I got some items on amazon I sent them…,I got some items on amazon I sent them back months ago but haven't had a refund . I have contacted the sellar countless times but they just ignore my emails . Amazon is just as bad I have rung them lots of times they say their dealing with it but never do . I will not be using amazon  again and I definitely  would never reccomend  them,2023,08,June,2023,56.0,1.0,low
4313,IN,Nice easy refund and quick delivery,Nice easy refund and quick delivery To,2023,08,August,2023,2.0,5.0,high
4314,CA,Horrid,"Horrid. Just horrid. When there is an issue, it is simply unfixable. Doesn't matter how many times you call or try to get through, they will bounce you around and then afterward keep taking your money and not providing a service. Tempted to report the business for fraud. Never ever again. Do not buy from this company - you will never get those hours back.",2023,08,August,2023,1.0,1.0,low
4315,GB,prime next day delivery,prime next day delivery. NEVER. always delayed or lost.  simply not value for money. ebay or shein is 10 times better at delivery.,2023,08,August,2023,19.0,1.0,low
4316,DO,I LOVE Amazon,"I LOVE Amazon, is so versatile, it has a Good Range of Prices and locations, very Good Shipping Time, and Responsive Customer Service.",2023,08,August,2023,2.0,4.0,high
4317,GB,uncaring packaging wastage - delivery a joke.,"Still using random and too large boxes and packaging. Despite promises to improve. Delivery, or lack of it, is darned frustrating. At least 50% of my deiveries are made to the wrong place, or placed out in the rain adjacent to a sign saying 'please leave in porch', at the porch door!   This is not a recent experience - it is the norm!",2023,08,August,2023,71.0,2.0,low
4318,CA,RUDE CUSTOMER SERVICE,Amazon customer support are rude and doesn’t want to help customers any further about the problem that customers are facing. Hangs out the conversation while you are still trying to talk.,2023,08,August,2023,1.0,1.0,low
4319,GB,Retired,The delivery was missing a part.  There is nowhere to engage with Amazon to ask for the missing item.  You cannot even send an email,2023,08,August,2023,4.0,1.0,low
4320,US,want to give it no stars,want to give it no stars. tried for 3 days to make a purchase.  so called customer service useless. problem never fixed.  one rep told me I should hang up and call some other time. moved on.  maybe walmart wants to sell me something.,2023,08,August,2023,1.0,1.0,low
4321,GB,Use it every day,Use it every day. Deliveries always perfect.,2023,08,August,2023,2.0,5.0,high
4322,GB,Poor knock off and cheap products have…,Poor knock off and cheap products have been flooded into amazon over the last few years so you really have to mind what you buy. I dislike the direction the business is headed. Reviews for many products are sometimes generated by sellers giving away their products for free or by sellers sending out to customers who never ordered. Shocking service recently. Subscribe and save product got duplicated and charged twice. I was told I really need to tell them within 30 days after the last time the item didn't arrive. I set up automatic delivery so I don't have to worry about it. Took me 1 hour on chat to get that sorted. No longer an amazon customer.,2023,08,August,2023,9.0,1.0,low
4323,HR,"Amazon took my money,never received mobile phone","Ordered phone and charger for approx. 750eur but only charger was in the box I received and Amazon did not help me, washing their hands.I lost my money on Amazon Italy!! Very rude customer service,bad customer service,repetitive emails,only writing on Italian, do not read what you are telling them, do not want to introduce case to higher authority,do not understand English well,you cannot contact them via phone nor chat if you are not Italian,totally disappointed with Amazon Italy.I am buying a lot on Amazon with really good track record and 0 returning (mainly Germany and UK and no problem with them at all,with fully positive experience) but after this I will think twice for buying on Amazon,especially Italy.Since 2nd June I am trying to solve this,lot of time wasted and I am giving up and giving Amazon my money because they deserved it and obviously need it more then their customers...Recap:- On June 2nd received package from UPS, opened and only charger was in the box,no phone- Immediately contacted Amazon asking for help. I tried to solve case directly with Amazon but since very beginning they started repeating same message in different variants again and again to go to Police and report case...I didn't see any reason for that because it wasn't my fault but ok eventually I decided to go to police and waited for hours there ofc.- So I went to Police and provided Report to Amazon in official Croatian Police Report that can be only on Croatian because Croatian is only official language in Public institutions. I provided it to Amazon but Amazon ignored me and said it is not on English or Italian and their desired form, ignoring me further and said that they will not help me any more.- I reported also this missing phone to UPS and they finally UPS confirmed after investigation that there was not phone in the package and they said they will contact Amazon and pay insurance amount directly to Amazon (since Amazon hired them for transport and they can not refund me,they said they will to Amazon and Amazon should refund me...but no!). But guess what, no!! I contacted Amazon with this information with hope that this will be finally solved and that I will be refunded but Amazon told again about this police report not on Italian or English and totally ignored my refering to UPS solved case and they agqin finished correspondence with...you are guessing... will not assist any more because Police report was not in Amazon requested form and language and will not refund me!!So Amazon will at the end earn money on this lost package from UPS insurance! And for me nothing!Be aware!My only option is now to give up or to introduce this to lawyer and start fighting with big ones... overall bad taste and never expected this from Amazon.",2023,08,June,2023,5.0,1.0,low
4324,US,They screw up so many orders,They screw up so many orders. Their warehouse workers and delivery people are awful. I received an order of an empty box. They won’t handle the situation just stole my money. I’ve had so many orders sent to the wrong place as well. Amazon is trash for a big company. You pay for prime and most stuff still takes a long time. Their customer service has gone die.  Might as well order eBay,2023,08,August,2023,1.0,1.0,low
4325,US,Bezos has added on to the dog pile,"Bezos has added on to the dog pile!   How much can the consumer take?I never touched Amazon till Covid.  Liked it, continued with it……but Bezos is a shill of a man!He’s piling on to old ladies on fixed incomes!  We’re half blind.  Not computer savvy!Getting dementia.  Have lost our mates.  Are isolated, often.And there is no recourse.No live person to talk to.Customer service must have been hard on the Bezos pocket book!   He had to quit loosing money on a frivolous accommodations.Was he raised like this?Amazon is no longer the same.",2023,08,August,2023,3.0,1.0,low
4326,US,Recommend,I’ve never had an issues with them. For someone who has issues finding stuff that my son likes amazon is the place to go,2023,08,May,2023,2.0,5.0,high
4327,US,COMPANY IS TERRIBLE TO THEIR CUSTOMERS!!,They have terrible customer service!!  If I could I would rate them a zero.  They were supposed to send me a shipping label 2 weeks ago  They say they don't have a phone number and to chat with owley to help you. I went there and after I chatted with them they sent me to a page for a subscription that I needed in order to get an answer.,2023,08,August,2023,10.0,1.0,low
4328,GB,Absolutely no customer experience just…,Absolutely no customer experience just puppets employed talking professionally.,2023,08,August,2023,12.0,1.0,low
4329,GB,Making me feel like criminal,Would like to retract my 5 star rating for this awful and pathetic company you call a business sending me emails telling me it my fault my parcel’s haven’t come and looking at investigating ME when it’s you and your company not listening to the customer instructions like I tell everyone don’t just leave anything in my door step give it to a neighbour or wait for me answer the door and you go against my word and just leave it any were and it’s get stolen and half time not even were you leave it and don’t see it again!!!! I’ve spend thousands with your company and get treat no respect and accusations like you are saying even though I spend so much each month PATHETIC and you know put icing on the cake for me most products go missing for my autistic son who doesn’t under stand when they don’t turn up and I go to have behaviour when I gotta go and spend MORE money for your incompetence oh andadd they’ve restricted me buying items as twice I’ve had refund due not getting my parcel and it’s been put on gift card which OFM are not replying for someone who’s been AMAZON for many years this incalled for,2024,01,August,2023,20.0,1.0,low
4330,GB,Failed delivery,"Failed delivery, accused me of taking delivery, over 5 hours on phone, had to report to PoliceThieves and Liars",2023,08,August,2023,2.0,1.0,low
4331,GB,Had 2 payme to of prime come out when…,Had 2 payme to of pimento come out when we rang we couldn't communicate properly had to switch to some one else who spoke a lil better English then she told us we made another account and we set it up we did not then she told us we had to give her the details of the unknown account before she could go in to it and close it but how can we do that if we didn't make the account she hung up and we are still sat here no further forward. Really bad customer service we have now deleted our amazon account I'd rather pay the lil businesses with good customer service and who don't steal ya money.,2023,08,August,2023,4.0,1.0,low
4332,GB,Amazon are pretty darn immoral!,"Amazon are pretty darn immoral!Screw their resellers and their customers!When they're good their great but when they're not, they really don't give a damn!They even have a system to cover up their failures.. like when a delivery driver doesn't actually deliver but says parcel was handed to resident.... it's called ""ooops we updated our system too soon"", like it's a little error... and not deliberately lying!",2023,08,August,2023,41.0,1.0,low
4333,US,Great work !!,Great work !!! Thanks,2023,08,August,2023,1.0,5.0,high
4334,PK,review for Amazon,"My Amazon experience was astounding - an endless selection, from tech to essentials. Lightning-fast Prime delivery amazed me, arriving in just two days. Impeccable packaging ensured my product's perfect condition. When a minor issue arose, their customer support was swift and understanding. They shipped a replacement part, which arrived promptly. Amazon's dedication to customer satisfaction has made me a loyal customer, an experience that truly defines convenience and excellence.",2023,08,August,2022,3.0,5.0,high
4335,CA,Any negative reviews I've left on…,Any negative reviews I've left on Amazon about damaged goods I've purchased are never posted.  Amazon screens the reviews and only posts what they want you to see.,2023,08,August,2023,2.0,2.0,low
4336,GB,poor quality,I have been a customer for more than 15 years buying books from Amazon. Last three deliveries arrived damaged as books with soft covers are sent without any protection. No respect for authors or readers.,2023,08,August,2023,6.0,1.0,low
4337,GB,STILL NOT ARRIVED AMAZON PRIME NEXT DAY…,STILL NOT ARRIVED AMAZON PRIME NEXT DAY DELIVERY ? TOTAL JUNK AND A CON .3 DAYS ON STILL NO GOODS .SENT VIA ROYAL MAIL ? WHAT A JOKE .AMAZON RIP OFF,2023,08,August,2023,9.0,1.0,low
4338,GB,Awful customer service,Awful customer service - i canceled all services will never use again,2023,08,August,2023,10.0,1.0,low
4339,GB,delivery drivers have got worse…,"Firstly delivery drivers have got worse in the last few years, bang on the door like police, ring doorbell and knock via letter box…… then run away with package left outside with no sign of the driver! Had a few packages stollen, wrong items sent, had to put in for a return, so I have to package up and travel to send it back to them wait up to two weeks for a refund before I can even look to buy one again (I’ll definitely be going to an actual shop now) no policy in place when Amazon are in the wrong so the customer can actually get what they asked for promptly.Pay more money for Amazon prime and get a worse service.",2023,11,August,2023,16.0,1.0,low
4340,US,Terrible. Just TERRIBLE!,"First of all being that I don't have a credit card I opened an account using a visa gift card. Well the gift card worked for one of the seven items in my cart. I tried buying clothes and a bunk bed for my daughters. The others were denied. Fine I went to Walgreens to load my digital Amazon gift card. No problem. The money was loaded I reordered my items for them to get cancelled again. This time Amazon put a hold on my account. I could not login or anything. I contacted customer service to which I was told there was questionable activity. There customer service reps don't have no clue what e was going on. There is another department that has no phones. I spoken with several reps and managers that kept taking my information and sending it to the other department. I was told that there was a problem with the load at Walgreens. I went to Walgreens knowing that the problem was on Amazon part. As I knew, Walgreens said the money was loaded. There was nothing they can do. I went back to Amazon with this they asked me to send pictures of the receipt and I even added the screenshot of the virtual wallet to ensure it was no miscommunication. Six months down the line I have no product but the one, I have lost almost $400 and then they also deleted my account so I no longer have access to my portal. I absolutely hate I even tried. My daughters had to sleep in sleeping bags on the floor of my new apartment for a month until I could recount the mistake we made, buying from Amazon.",2023,08,August,2022,1.0,1.0,low
4341,GB,Money taken by Market Place trader…,"Money taken by Market Place trader ""Battery Group"" as soon as the order was placed. The order was cancelled immediately. The refund would take 5 to 7 working days. Amazon should make it mandatory that no amount should be taken until the goods are dispatched.",2023,08,August,2023,2.0,1.0,low
4342,GB,Pathetic beyond belief,"Shocking. Just shocking. So we bought an Optigrill XL less than three months ago and the non stick coating is peeling off the bottom tray. Contacted them through chat, 90 minutes later, they are adamant they won’t exchange it because it’s now more expensive but they was prepared to refund me & credit me £24 to buy another one. Explained to them I have no box to send it in so they advised a carrier bag!!!!!! Seriously Amazon, sort your customer service team out. They are a joke. I’ve had to wrap it in a bin liner and lace it with brown tape. Absolutely pathetic company with terrible customer service.",2023,08,August,2023,22.0,1.0,low
4343,GB,Money taken before dispatch,"Money taken by Market Place trader ""Battery Group"" as soon as the order was placed. The order was cancelled immediately. The refund would take 5 to 7 working days. Amazon should make it mandatory that no amount should be taken until the goods are dispatched.",2023,08,January,2023,18.0,1.0,low
4344,GB,amazing,delievered my books a day early and have me nearly half price off with the prime day deals,2023,08,July,2023,5.0,5.0,high
4345,BD,Exceptional Product - Exceeded Expectations!,"I recently purchased this product from Amazon and I must say, it exceeded my expectations! The quality and performance are top-notch, and it's been a game-changer in my daily routine. I was pleasantly surprised by the thoughtful design and attention to detail. The seller's responsiveness and prompt delivery made the experience even better. I highly recommend this product to anyone looking for a reliable solution. Truly impressed and satisfied!",2023,08,August,2023,2.0,1.0,low
4346,IN,If it's no star I would prefer to give…,If it's no star I would prefer to give that. They just update not able to deliver without even contacting me. This happened more then 5 times for almost 4 products. It's a worst service I have ever seen. Amazon is losing its quality.,2023,08,August,2023,3.0,1.0,low
4347,US,Amazon let 3rd party sellers to scam their customers,Amazon is a big company that lets the 3 rd party vendors scam their buyers. They won’t allow you to review them if it’s allowing future customers to see it. Stay away from 3rd party vendors. Amazon claims to stand with their customers but they aren’t with their customers just want our money. STAY AWAY FROM 3 RD PARTYY SELLERS ON AMAZON,2023,08,August,2023,7.0,1.0,low
4348,GB,Horrendous,"Horrendous. Prime is a joke, extortionate price and now films have adverts. Just shocking with the amount they make. Rubbish service.",2023,08,August,2023,16.0,1.0,low
4349,GB,Bought bottled water in May on a 28 day…,"Bought bottled water in May on a 28 day delivery schedule..Since then, delivery date has been moved 4 times - Now mid August, still nothing. Asked for refund but said they can't pay be back. Now on indeterminate delivery day with no possibility of ha I g a refund. Paid over £20. Awful situation, had very poor customer service since ordering and still not had a refund.",2023,08,May,2023,24.0,1.0,low
4350,GB,If there was a no star I would love to…,"If there was a no star I would love to give them none. I’ve been with them over 10 years, paying every month for Prime and when went on holiday they suspended my account they said for violating their Terms and Conditions and when you ask how I violated their TC they can’t discuss it. Absolutely rubbish service, so disappointed and shame I’ve been paying them for years so much money without even using Prime for months. They should be ashamed by their service, they don’t care for their customers only to earn money!",2023,08,August,2023,8.0,1.0,low
4351,US,""" DO NOT TRUST THEIR SO CALLED GET IT BY DATES!","I have been a prime member since 2005. I have spent thousands of dollars ever since. However they do NOT value an important customer that does spend thousands of dollars! I have ordered merchandise many times and been told delivery by tomorrow and more times than none I get the last minute email stating that the order is delayed, after you have been waiting for it all day! then if you try to cancel said order you can't until after you receive said item.",2023,08,August,2023,2.0,1.0,low
4352,GB,Amazon returns process sucks,"Amazon returns process sucks, why does it take 2 weeks plus to get a refund on a faulty item?I can remember the day when Amazon had a great customer service policy, those days I feel are long gone. Which could Account why so many are now leaving them.",2023,08,August,2023,6.0,1.0,low
4353,PK,This is a good site,This is a good site. I have great experience with amazon.,2023,08,July,2023,7.0,4.0,high
4354,GB,Absolutely appalling service from Amazon and it's sellers,Absolutely appalling service lately with sellers (Drop Shippers) doing all they can not to accept a returning item and when they do aren't making a full refund despite a full refund being advertised/promised at the time of purchase. Sellers just won't answer a direct question with it being impossible to have any kind of meaningful conversation with Amazon with everything being automated and the computer saying 'no'! I think the aim is to wear you down so you give up!!!,2023,08,August,2023,5.0,1.0,low
4355,GB,Had Prime for about 15 years. NOT Anymore,"Had Prime for about 15 years plus.Moved house and they missed about 13 deliveries saying they could not fine the new build house. About 8 highsteet, internet stores could find it so why couldn't Amazon.I even gave them instructions where it was and offered ""what 3 words"" location names.Cancelled Prime and relized I had been paying it for years but can easily order elsewhere for similar price and now saving £79 a years on Prime membership.",2023,08,July,2023,39.0,2.0,low
4356,GB,Unsatisfactory deliveries,"I have ordered several items from Amazon, each time the doorbell has rung but when I open the door no one is there and my package has been left on the doorstep!!!! Not happy as it wouldn't matter if it was a  ' T-shirt' or food to leave ANYTHING on a doorstep is reprehensible.",2023,08,August,2023,21.0,1.0,low
4357,PK,amazon is good store is all online…,amazon is good store is all online website,2023,08,August,2023,1.0,5.0,high
4358,US,I love Amazon,I love Amazon.  They almost always have the items I am looking for and at prices that are as good or better than other places I shop.  They stand behind the purchases 100%.  If something is damaged or missing they replace without question.,2023,08,August,2023,3.0,5.0,high
4359,CA,Bad reviews are about products,Most of these bad reviews are about products not Amazon. Amazon is a giant sore with over 75 million products. They can’t check over every single one. Plus they remove most of the scams pretty quickly and they give you a refund. Other companies do place fake reviews. That’s something Amazon might want to tackle especially ai generated reviews. The easiest way to see ai generated reviews is by looking at the beginning. Sometimes it saids something like this “as an ai chatbot I do not have an opinion but here’s what I would write” that was not ai generated I just wrote that but you get the point. Another way is to use ai detection tools.,2023,08,August,2023,1.0,5.0,high
4360,GB,Amazon really need to get rid of Evri,"Amazon really need to get rid of Evri, / Hermes, delivery service has gone to pot, not an issue in the few years we used Amazon, but now more and more lost parcels late parcels and liars telling me they tried to deliver at certain times, when I check the CCTV it's proven to be lies, Amazon get a grip on this or you will take the flak",2023,08,August,2023,8.0,2.0,low
4361,GB,Goodluck Cancelling your prime…,Goodluck Cancelling your prime subscription took me over 4 weeks to cancel,2023,08,July,2023,3.0,1.0,low
4362,GB,Robbery!,"I ordered an item worth £75!A few minutes later I changed my mind and cancelled! Problem is, they've kept my money under some clause for, I don't know, 5-7 days when there's absolutely no need! Just in case....WHAT happens???Disgraceful!",2023,08,August,2023,7.0,1.0,low
4363,US,What has happened to Amazon Prime?,"What has happened to Amazon Prime? This colossus company has gotten so huge it's done what most huge companies all do eventually. FORGOTTEN WHO PAYS THE BILLS! In the past 6 to 8 months Amazon Prime has completely collapsed. Before that it was a great thing. Now, it's wrong items shipped, items never show up, and poor custoer service that tells you how much they care and want to help, but in the end give you a huge run around. The final straw for me was I ordered new tires.  Received totally wrong size. Was hassled to no end by CS to get return labels. Now they have had the tires back for nearly a week and have only managed to refund my money ON ONE. Have spoken to customer service and they say it takes 2 weeks to process returns. Really? Never took that long before. Tracking shows all 4 tires were received at the same time, but only one refunded. They can't explain why that is. CS claims they are too busy processing refunds. I wonder if they would be so busy if they did it correctly the first time. They're holding up over $500 that I need to buy tires elsewhere, and couldn't care less. I'm done with Amazon PERIOD! Just another compny getting too big and too fast and screwing the customers. I'm canceling Prime as soon as the current subscription expires.  I'll go back to supporting my local merchants. At least then I know what I'm getting and will see it BEFORE I pay for it",2023,08,August,2023,2.0,1.0,low
4364,GB,Left outside and subsequently stolen,"The video game that I ordered was marked as 'posted through letterbox' which is an outright lie. I believe it was left outside and has now been stolen. No attempt at all to actually deliver my property, just abandoned it outside in a public place. Utterly useless.",2023,08,August,2023,93.0,1.0,low
4365,CA,They do everything they can to block a…,"They do everything they can to block a return if the circumstances permit. Policy is obviously to block. Told me they didn't have data on 3 identical packages from 2022 which I did not receive or order. One package they CLAIMED I returned (they had that data apparently), the others weren't delivered according to my emails but Amazon claimed they couldn't confirm that. Yet they confirmed the alleged return? Convenient. By the way, all 3 were the exact same product that I did not order. Spent a ton on Amazon. Ill be using Walmart from now on.",2023,08,August,2023,1.0,1.0,low
4366,PK,Amazon is best Shopping App I am 1 year…,Amazon is best Shopping App I am 1 year experience it is amazing app shopping 🛒 amazing prices overall wonderful 👍 good all,2023,08,August,2022,1.0,4.0,high
4367,US,"Just got off the phone with ""Customer…","Just got off the phone with ""Customer Service"" regarding a change to an order I placed in July and still have not received. Checked the order status and noticed that not only had the brand of product I ordered been changed, but had been replaced by a brand I've never heard of at 4X the price of the one I ordered. I am absolutely sure it isn't what I ordered, as I have checked it's status repeatedly since then. The product name, picture, and price are different than what has been there EVERY OTHER TIME I've checked. Their response? ""We will give you a refund, send it back when you get it."" I said ty but I'm a little more concerned with being billed and shipped things that are not what I ordered. ""I'll pass it along to my supervisor."" Really? Ok, so I explained my concern with the 'report to my supervisor' not really addressing the issue I have, which is how exactly did this happen?? They respond with some mumbo jumbo about the seller changing it and that they will do this and that....hello? I ordered it thru AMAZON, I expect AMAZON to handle ANYONE or ANYTHING even attempting to change my order WITHOUT consent. I have been a frequent and long time customer of Amazon. Until now, I've had no issues whatsoever. This however is a deal breaker. I just ordered expensive pc parts yesterday. Are they now gonna be swapped to top of the line $10k parts I don't need and can't afford??? Intolerable. No help whatsoever beyond the BS i got from CS. I'm aware I can get a refund, THAT IS NOT THE ISSUE I contacted them about, and I clearly outlined the issue I had with their supposed 'resolution' but they just refused to address the fact that MY ORDER WAS NOT MY ORDER AND I'M PAYING FOR IT. When I filled out a customer service complaint review, they emailed me that they refused to post it, so here I am.",2023,08,August,2023,1.0,1.0,low
4368,US,terrible experience with Amazon,"I had a terrible experience with Amazon. I returned a product that didn't meet my expectations and chose the free UPS pickup option. However, UPS didn't show up on the scheduled day; they arrived two days later and mistakenly took the wrong package from my front yard. They didn't even attempt to notify me by knocking or ringing the bell. I only found out about it through a notification on the app while I was at work. I immediately contacted customer care, and they assured me they would retrieve my package from UPS. It's been 10 days now, and they're saying it's difficult to resolve the issue. They even mentioned the option of legal action, but cautioned against expecting a positive outcome. This situation contradicts Amazon's customer obsession principle. No one is taking responsibility for their mistake. It's disappointing to see Amazon not living up to their claims. The customer service representatives keep ending calls without a solution, and there seems to be no clarity on how to escalate the matter. The tracking number shows that the package is in Amazon warehouse.",2023,08,July,2023,4.0,1.0,low
4369,CZ,Great service,"Great service, fast shipping, great packaging",2023,08,August,2023,3.0,5.0,high
